IdCliente;TiempoBanco;NivelIngreso;SaldoCuenta;NumOperaMes1;NumOperaMes2;NumOperaMes3;NumOperaMes4;NumOperaMes5;NumOperaMes6;NumOperaNoBancMes1;NumOperaNoBancMes2;NumOperaNoBancMes3;NumOperaNoBancMes4;NumOperaNoBancMes5;NumOperaNoBancMes6;Moroso
10527;75;3;15231.65;0;0;0;0;0;0;0;0;0;0;0;0;1
10582;136;1;385.78;0;0;1;0;0;0;0;0;0;0;0;0;1
10664;98;0;1277.87;0;0;1;1;0;0;1;1;1;1;0;0;1
10848;112;1;3363.16;0;0;0;0;0;0;0;0;0;0;0;0;1
11064;13;0;0.31;0;0;0;0;0;0;0;0;0;1;0;1;1
11266;11;0;1292.31;0;0;0;0;0;0;1;2;2;1;0;0;1
11285;203;4;7802.1;0;0;0;0;1;0;0;0;0;0;0;0;1
11329;119;1;525.4;0;0;0;0;0;0;0;0;0;0;0;0;1
11356;49;1;3071.23;1;1;1;0;0;0;2;2;2;2;1;0;0
11420;NA;1;11289.43;0;0;0;0;0;0;0;0;0;0;0;0;1
11534;55;1;5619.37;0;0;0;0;0;0;0;0;0;0;0;0;1
11618;132;1;1105.51;1;1;1;0;0;0;5;3;4;3;3;3;1
11668;35;3;5939.78;0;0;0;0;0;0;0;0;0;0;0;0;1
11909;151;1;416.72;0;0;0;0;0;0;0;0;0;0;0;0;1
11938;19;0;355.02;0;0;0;0;1;1;0;0;0;0;0;0;1
12393;51;1;1.3;0;0;0;0;0;0;0;0;0;0;0;0;1
12413;136;NA;5973.45;0;0;0;0;1;1;0;0;0;0;0;0;1
12416;8;0;545.33;0;0;0;0;0;0;0;0;0;0;0;0;1
12424;22;1;13115.89;0;0;0;0;0;0;0;0;0;0;0;0;1
12911;26;1;9369.31;0;0;0;0;1;1;2;0;0;0;2;3;1
13000;NA;1;2041.06;0;0;0;0;1;0;0;0;0;0;0;0;1
13041;16;1;171.96;0;0;0;0;0;0;0;0;0;0;0;0;1
13142;63;1;5064.26;0;0;0;0;0;0;0;0;0;0;0;0;1
13144;75;1;12865.55;0;0;0;0;0;0;0;0;0;0;0;0;1
13163;102;1;12176.67;0;0;0;0;0;0;0;0;0;0;0;0;1
13183;180;3;16716.27;0;0;0;0;0;0;0;0;0;0;0;0;1
13197;52;3;190.73;0;0;0;0;0;0;0;0;0;0;0;0;1
13275;8;1;4074.54;1;1;1;1;0;0;0;0;0;0;0;0;1
13353;6;0;826.22;0;0;0;0;0;0;0;0;0;0;0;0;1
13466;117;4;842.77;0;0;0;0;0;0;0;0;0;0;0;0;1
13509;17;4;143.07;0;0;0;0;0;0;0;0;0;0;0;0;1
13530;NA;1;684.57;2;1;0;0;0;0;8;4;2;3;1;1;0
13639;86;NA;3601.47;0;0;0;0;0;0;0;0;0;0;0;0;1
13704;83;1;315.18;0;0;0;0;0;0;0;0;0;0;0;0;1
13905;32;1;807.54;0;0;0;0;0;0;0;0;0;0;0;0;1
13982;35;0;4253.18;0;0;0;0;0;0;0;0;0;0;0;0;1
14004;7;0;650.02;0;0;0;0;0;0;0;0;0;0;0;0;1
14039;178;1;1274.28;0;0;0;0;0;0;0;0;0;0;0;0;1
14055;59;3;2022.76;0;0;0;0;0;0;0;0;0;0;0;0;1
14063;41;NA;58.05;0;0;0;0;0;0;0;0;0;0;0;0;1
14213;76;1;107.48;0;0;0;0;0;0;0;0;0;0;0;0;1
14227;156;3;228.49;0;0;0;0;0;0;0;0;0;0;0;0;1
14547;8;0;342.38;0;0;0;0;0;0;0;0;0;0;0;0;1
14683;125;1;7095.98;0;0;0;0;0;0;0;0;0;0;0;0;1
14920;NA;0;756.81;0;0;0;0;0;0;0;0;0;0;0;0;1
15027;85;3;602.53;0;0;0;0;0;0;0;0;0;0;0;0;1
15043;119;1;2985.19;0;0;0;0;0;0;0;0;0;0;0;0;1
15215;65;4;8515.09;0;0;0;0;0;0;0;0;0;0;0;0;1
15318;42;1;12.79;0;0;0;0;0;0;0;0;0;0;0;0;1
15387;135;1;56.6;0;0;0;0;0;0;0;0;0;0;0;0;1
15447;47;1;2186.07;0;0;0;0;0;0;0;0;0;0;0;0;1
15466;9;NA;4.58;0;0;0;0;0;0;0;0;0;0;0;0;1
15508;83;1;568.97;0;0;0;0;0;0;0;0;0;0;0;0;1
15534;10;0;5739.48;0;0;0;0;0;0;0;0;0;0;0;0;1
15537;7;0;600.35;0;0;0;0;0;0;0;0;0;0;0;0;1
15583;12;3;3920.94;0;0;0;0;0;0;0;0;0;0;0;0;1
15591;76;1;9555.51;0;0;0;0;0;0;0;0;0;0;0;0;1
15844;8;3;12719.2;0;0;0;0;0;0;0;0;0;0;0;0;1
16000;NA;NA;1640.81;0;0;0;0;0;0;0;0;0;0;0;0;1
16066;20;0;1303.75;0;0;0;0;0;0;0;0;0;0;0;0;1
16170;NA;3;10102.03;0;0;0;0;1;1;0;0;1;1;1;0;1
16241;56;1;3.12;0;0;0;0;0;0;0;0;0;0;0;0;1
16302;62;1;3905.43;0;0;0;1;1;0;0;0;2;0;0;2;1
16362;115;1;2204.6;0;0;1;1;2;2;1;0;1;1;2;2;1
16377;109;1;1994.69;0;0;0;0;0;0;0;0;0;0;0;0;1
16587;32;1;3448.6;0;0;0;0;0;0;0;0;0;0;0;0;1
16666;20;1;8392.13;0;0;0;0;0;0;0;0;0;0;0;0;1
16685;35;1;614.19;0;0;0;0;0;0;3;3;3;3;3;3;1
16741;22;1;432.22;0;0;0;0;0;0;0;0;0;0;0;0;1
16886;81;1;876.91;0;0;0;0;0;1;0;0;0;0;0;0;1
16994;111;3;2502.43;0;0;0;0;0;0;0;0;0;0;0;0;1
17195;144;1;159.82;0;0;0;0;0;0;0;0;0;0;0;0;1
17336;7;1;330.74;0;0;0;0;0;0;0;0;0;0;0;0;1
17399;54;1;2208.32;0;0;0;0;0;0;0;0;0;0;0;0;1
17468;164;3;16604.95;0;0;0;0;1;1;0;0;0;0;0;0;1
17581;105;1;1840.91;2;2;2;0;1;2;2;1;0;4;4;3;0
17633;50;1;98.31;0;0;0;0;0;0;0;0;0;0;0;0;0
17659;201;4;34215.19;0;0;0;0;0;0;0;0;0;0;0;0;1
17795;8;0;2561.98;0;0;0;0;0;0;0;0;0;0;0;0;1
17943;8;0;660.97;0;0;0;0;0;0;0;0;0;0;0;0;1
18021;105;5;604.66;0;0;0;0;0;0;0;0;0;0;0;0;1
18095;120;1;4880.35;0;0;0;0;0;0;0;0;0;0;0;0;1
18221;6;0;1503.86;0;0;0;0;0;0;0;2;2;2;1;1;1
18293;20;0;1317.4;0;0;0;0;0;0;0;0;0;0;0;0;1
18540;NA;1;1320.6;0;0;0;0;0;0;0;0;0;0;0;0;1
18734;173;3;93.15;0;0;0;0;0;0;0;0;0;0;0;0;1
19143;14;1;1056.93;0;0;1;0;0;0;1;0;1;1;0;0;0
19180;NA;3;12365.86;1;0;0;0;0;0;1;0;0;0;0;0;0
19231;24;1;157.76;0;0;0;0;0;0;0;0;0;0;0;0;1
19264;42;3;10033.09;0;0;1;1;2;1;0;0;0;0;1;0;1
19322;24;1;1476.19;0;0;0;0;0;0;0;0;0;0;0;0;1
19329;13;1;2975.28;0;0;0;0;0;0;0;0;0;0;0;0;1
19347;134;3;8322.24;0;0;0;0;1;0;0;0;0;0;0;0;1
19387;121;3;20395.47;0;1;0;0;0;0;0;0;0;0;0;0;1
19391;117;1;2757.37;1;0;0;0;1;1;1;0;0;0;0;1;1
19403;15;0;2582.29;0;0;0;0;0;0;0;0;0;0;0;0;1
19458;75;4;15548.94;0;0;0;0;0;0;0;0;0;0;0;0;1
19665;89;3;8978.59;0;0;0;0;0;0;0;0;0;0;0;0;1
19688;95;1;50.13;0;0;1;0;0;0;0;0;0;0;0;0;1
19689;59;4;10516.67;0;0;0;0;0;0;0;0;0;0;0;0;1
19708;38;1;2840.47;0;0;0;0;1;1;0;0;0;0;0;0;1
19777;84;3;24992.56;0;0;0;0;0;0;0;0;0;0;0;0;1
19816;46;NA;5430.87;0;0;0;0;0;0;0;0;0;0;0;0;1
19841;95;5;917.34;0;0;1;0;0;0;0;0;0;0;0;0;1
19988;132;4;22639.08;0;0;0;0;0;0;0;0;0;0;0;0;1
20023;79;0;29.97;0;1;0;0;0;0;0;0;0;0;0;0;0
20069;152;3;6961.78;0;0;0;0;0;0;0;0;0;0;0;0;1
20116;126;0;1356.23;0;0;0;0;0;0;0;0;0;0;0;0;1
20143;143;1;24.92;0;0;0;0;0;0;0;0;0;0;0;0;1
20186;182;0;1743.45;0;0;0;0;0;0;0;0;0;0;0;0;1
20517;102;1;6881.81;0;0;0;0;0;0;0;0;0;0;0;0;1
20860;NA;1;310.93;0;0;0;0;0;0;0;0;0;0;0;0;1
20978;20;0;916.39;0;0;0;0;0;0;8;8;8;8;8;8;1
21151;86;0;421.95;0;0;0;0;0;0;0;0;0;0;0;0;1
21482;26;4;6687.84;1;0;0;1;0;1;3;3;1;1;0;0;0
21678;106;0;68.73;0;0;0;0;0;0;0;0;0;0;0;0;1
21834;132;1;248.28;0;0;0;0;0;0;0;0;0;0;0;0;1
22221;22;3;3096.54;0;0;0;0;0;0;0;0;0;0;0;0;1
22313;28;1;905.38;0;0;0;0;0;0;5;4;4;4;4;4;1
22541;6;0;2046.44;0;0;0;0;0;0;0;0;0;0;0;0;1
22672;121;3;20.29;0;0;0;0;0;0;0;0;0;0;0;0;1
22749;55;NA;4303.74;0;0;0;0;0;0;0;0;0;0;0;0;1
22954;34;0;1606.87;0;0;0;0;0;0;0;0;0;0;0;0;1
23026;40;1;906.5;0;0;0;0;0;0;0;0;0;0;0;0;1
23113;79;1;2833.5;0;0;0;0;0;0;0;0;0;0;0;0;1
23122;19;0;3387.17;2;1;0;0;1;0;4;1;1;1;2;2;0
23143;100;NA;1438.7;0;0;0;0;0;0;0;0;0;0;0;0;1
23145;24;0;173.41;0;0;0;0;0;0;0;0;0;0;0;0;1
23303;41;0;350.8;0;0;0;0;0;0;0;0;0;0;0;0;1
23362;122;1;152.47;0;0;0;0;0;0;0;0;0;0;0;0;1
23527;189;1;761.32;0;0;0;0;0;0;0;0;0;0;0;0;1
23567;11;1;4852.17;0;0;0;0;0;0;0;0;0;0;0;0;1
23629;9;1;3820.77;0;0;0;0;0;0;0;0;0;0;0;0;1
23706;107;1;546.11;0;0;0;0;0;0;0;0;0;0;0;0;1
23732;66;1;475;0;0;0;0;0;0;0;1;1;1;1;1;1
24126;87;1;434.2;0;0;0;0;0;0;0;0;0;0;0;0;1
24187;7;0;765.53;1;1;1;1;1;1;0;0;0;0;0;0;0
24311;64;4;19431.17;0;0;0;0;0;0;0;0;0;0;0;0;1
24345;11;0;560.6;0;0;0;0;0;0;5;6;5;4;4;3;1
24379;51;1;0.22;0;2;1;0;0;0;1;1;1;1;1;1;1
24603;38;1;8403.57;0;0;0;0;0;0;0;0;0;0;0;0;1
24697;18;0;1620.05;0;0;0;0;0;0;0;0;0;0;0;0;1
25230;NA;0;2025.88;0;0;0;0;0;0;0;0;0;0;0;0;1
25266;22;1;1317.64;0;0;0;0;0;0;0;0;0;0;0;0;1
25474;64;1;4259.44;0;0;0;0;0;0;0;0;0;0;0;0;1
25506;119;3;1820.14;0;0;0;0;0;0;0;0;0;0;0;0;1
25581;75;1;3499.66;0;0;0;0;0;0;0;0;0;0;0;0;1
25703;25;1;2125.73;0;0;1;0;0;0;0;0;0;0;0;0;1
25952;106;0;2974.09;0;0;0;0;0;0;0;0;0;0;0;0;1
26135;21;4;2789.17;0;0;0;0;0;0;0;0;0;0;0;0;1
26527;51;1;15795.81;0;0;0;1;0;1;0;0;0;0;0;0;1
26848;11;NA;1401.61;1;0;0;0;0;0;0;0;0;0;0;0;1
26886;144;3;276.27;0;0;0;0;0;0;0;0;0;0;0;0;1
